"order_id","product_id","quantity"
"578","54","2"
"579","66","3"
"580","72","1"
"581","93","3"
"582","6","2"
"582","63","1"
"582","72","3"
"583","39","2"
"583","81","3"
"584","46","3"
"585","33","3"
"586","16","2"
"586","35","1"
"586","40","1"
"586","98","1"
"587","15","1"
"587","42","2"
"587","48","3"
"587","62","1"
"588","21","1"
"589","13","1"
"589","40","1"
"589","60","3"
"590","76","3"
"590","94","1"
"591","3","3"
"591","47","1"
"591","55","1"
"591","77","1"
"591","79","2"
"592","3","2"
"592","5","1"
"592","37","2"
"592","41","1"
"592","72","1"
"593","4","3"
"593","27","3"
"593","29","1"
"593","91","3"
"593","97","3"
"594","3","2"
"594","5","1"
"594","72","3"
"594","82","3"
"594","91","1"
"595","0","2"
"595","6","3"
"595","8","2"
"595","32","3"
"595","88","1"
"596","11","3"
"596","36","3"
"596","82","3"
"597","73","1"
"598","10","3"
"598","24","2"
"598","75","3"
"598","79","3"
"598","84","2"
"599","5","1"
"600","18","2"
"600","21","2"
"600","53","1"
"601","8","3"
"601","15","2"
"602","49","3"
"602","71","1"
"602","91","1"
"602","99","1"
"603","8","2"
"603","58","3"
"603","81","3"
"604","16","2"
"605","41","1"
"606","9","2"
"606","54","1"
"607","6","2"
"607","14","1"
"607","32","3"
"607","72","1"
"607","83","2"
"608","69","3"
"609","46","3"
"610","1","2"
"610","7","2"
"610","46","2"
"611","73","2"
"611","88","1"
"612","22","2"
"612","28","1"
"612","89","2"
"612","91","2"
"612","95","3"
"613","66","3"
"613","76","3"
"614","20","2"
"614","55","1"
"615","29","3"
"615","36","3"
"615","51","3"
"615","59","3"
"615","95","1"
"616","40","2"
"616","70","3"
"616","87","1"
"616","94","2"
"616","97","1"
"617","19","3"
"617","54","1"
"618","31","2"
"618","55","2"
"618","67","2"
"618","68","1"
"618","76","1"
"619","23","1"
"619","45","2"
"619","78","2"
"619","82","2"
"620","54","3"
"620","63","3"
"620","91","3"
"620","96","3"
"621","1","1"
"621","51","3"
"621","53","1"
"621","61","3"
"621","79","2"
"622","11","1"
"623","22","1"
"623","65","1"
"623","76","1"
"624","3","1"
"624","17","1"
"624","40","3"
"624","71","1"
"625","5","2"
"625","64","1"
"625","74","1"
"626","58","3"
"627","10","3"
"627","42","1"
"628","6","3"
"628","91","2"
"629","0","1"
"629","11","2"
"629","39","3"
"630","21","3"
"630","93","2"
"631","28","1"
"631","90","2"
"632","27","1"
"632","32","2"
"632","70","3"
"633","27","3"
"633","31","2"
"633","82","3"
"634","24","1"
"634","60","1"
"635","16","1"
"635","18","2"
"635","57","2"
"635","78","1"
"636","6","2"
"636","30","1"
"636","83","3"
"636","91","1"
"637","7","1"
"637","17","2"
"637","42","3"
"637","43","3"
"637","81","2"
"638","0","1"
"638","61","3"
"639","12","1"
"639","35","2"
"639","42","1"
"639","46","2"
"639","60","2"
"640","16","3"
"640","45","1"
"640","53","3"
"641","59","1"
"642","17","3"
"643","54","1"
"644","29","1"
"645","29","1"
"645","73","3"
"646","32","3"
"646","68","2"
"646","70","1"
"646","76","2"
"647","46","3"
"647","58","2"
"647","74","1"
"648","79","1"
"649","4","2"
"649","14","1"
"649","36","3"
"649","89","1"
"649","91","3"
"650","70","2"
"650","74","2"
"650","95","3"
"651","14","2"
"651","28","1"
"652","16","2"
"652","27","3"
"652","45","2"
"652","46","1"
"652","85","3"
"653","11","1"
"653","26","2"
"653","43","2"
"653","65","2"
"653","87","2"
"654","13","1"
"654","39","2"
"654","60","2"
"654","61","1"
"655","17","2"
"656","28","2"
"657","44","1"
"657","76","2"
"657","88","1"
"658","41","2"
"658","86","2"
"659","43","1"
"660","0","2"
"660","39","3"
"660","52","1"
"660","91","3"
"661","42","1"
"662","44","1"
"662","45","2"
"662","63","2"
"663","65","3"
"663","70","2"
"664","25","2"
"664","58","1"
"665","10","1"
"665","36","3"
"665","52","3"
"665","86","1"
"666","71","2"
"666","97","1"
"667","97","3"
"668","4","3"
"668","8","1"
"668","27","2"
"668","44","3"
"668","94","2"
"669","5","1"
"669","59","2"
"670","10","3"
"670","48","2"
"670","74","1"
"671","21","1"
"671","39","2"
"671","42","3"
"671","50","1"
"671","87","3"
"672","4","3"
"672","24","1"
"672","25","1"
"672","81","3"
"673","21","1"
"673","48","1"
"674","45","1"
"674","59","3"
"674","81","1"
"674","98","3"
"675","0","3"
"675","16","2"
"675","37","3"
"675","38","1"
"676","9","1"
"676","45","2"
"676","75","1"
"676","88","1"
"677","8","3"
"677","50","1"
"678","76","1"
"679","0","2"
"679","55","2"
"679","58","2"
"679","64","2"
"680","34","2"
"680","50","1"
"680","65","2"
"681","10","2"
"681","27","1"
"681","57","3"
"681","66","2"
"681","78","3"
"682","24","2"
"683","5","1"
"683","17","3"
"683","35","1"
"684","14","3"
"685","94","3"
"686","43","2"
"686","80","3"
"687","2","3"
"687","68","2"
"688","11","3"
"688","52","1"
"688","55","1"
"688","72","2"
"689","31","1"
"689","36","1"
"689","72","3"
"690","0","3"
"690","1","1"
"690","65","1"
"690","69","2"
"690","80","2"
"691","69","1"
"692","17","2"
"692","39","2"
"693","36","2"
"693","55","1"
"693","74","1"
"694","86","2"
"695","13","3"
"695","29","2"
"696","49","3"
"696","66","3"
"696","74","3"
"696","91","2"
"697","51","2"
"697","99","3"
"698","12","3"
"698","48","3"
"698","62","3"
"698","93","2"
"699","27","3"
"699","79","3"
"700","45","2"
"701","4","1"
"701","13","3"
"701","22","1"
"702","15","3"
"702","33","1"
"702","37","2"
"702","83","1"
"703","8","1"
"704","13","2"
"704","57","2"
"704","67","1"
"704","97","2"
"705","51","3"
"705","78","1"
"706","71","3"
"706","80","2"
"707","0","3"
"707","5","1"
"707","26","1"
"707","36","2"
"707","71","2"
"708","2","1"
"708","20","1"
"708","39","3"
"708","89","2"
"709","34","1"
"709","39","3"
"709","40","1"
"709","56","3"
"710","28","1"
"711","61","2"
"711","63","3"
"711","73","2"
"711","88","3"
"712","34","1"
"712","63","2"
"712","78","2"
"713","46","2"
"713","60","2"
"713","82","1"
"714","16","1"
"714","96","2"
"715","93","1"
"716","51","2"
"717","5","3"
"717","33","1"
"717","38","3"
"717","55","3"
"718","30","3"
"718","49","3"
"718","50","1"
"719","3","1"
"720","7","2"
"720","49","2"
"720","53","1"
"720","58","1"
"720","83","2"
"721","6","1"
"721","45","1"
"721","53","1"
"721","61","3"
"722","14","2"
"722","24","1"
"722","83","1"
"723","34","3"
"723","48","1"
"723","96","3"
"723","98","2"
"724","64","1"
"724","96","3"
"725","15","1"
"725","94","2"
"726","15","3"
"726","22","2"
"726","76","1"
"726","94","2"
"727","18","2"
"727","29","1"
"727","52","3"
"727","68","1"
"728","9","2"
"728","44","2"
"728","49","3"
"728","65","1"
"728","97","3"
"729","37","1"
"729","42","2"
"729","66","1"
"729","98","2"
"730","5","1"
"730","19","1"
"730","36","2"
"730","41","1"
"731","6","1"
"732","34","3"
"732","40","2"
"733","31","3"
"733","37","3"
"733","52","2"
"734","25","3"
"734","63","3"
"735","1","1"
"735","15","1"
"735","50","2"
"735","71","1"
"735","92","3"
"736","53","3"
"737","26","1"
"737","61","2"
"738","23","2"
"738","54","1"
"738","96","1"
"739","17","3"
"739","78","2"
"739","98","3"
"740","14","3"
"741","2","3"
"741","36","2"
"741","43","3"
"741","45","1"
"741","69","1"
"742","37","3"
"742","40","3"
"742","66","2"
"742","83","1"
"743","38","3"
"743","77","1"
"743","83","1"
"744","13","3"
"744","48","1"
"744","77","2"
"744","89","3"
"745","8","3"
"745","35","3"
"745","39","2"
"745","58","2"
"745","90","3"
"746","25","3"
"746","41","3"
"746","83","3"
"747","65","1"
"748","3","1"
"748","8","3"
"748","87","3"
"749","15","3"
"749","78","1"
"750","25","3"
"750","78","1"
"751","7","1"
"751","11","1"
"751","88","2"
"751","97","1"
"752","57","3"
"752","60","2"
"752","82","1"
"752","91","3"
"753","49","1"
"753","83","3"
"754","7","2"
"754","9","2"
"754","45","3"
"754","55","2"
"755","10","1"
"755","39","3"
"755","57","2"
"756","7","3"
"756","25","2"
"756","41","3"
"756","59","3"
"756","83","3"
"757","40","3"
"758","8","1"
"758","80","2"
"758","89","1"
"759","17","1"
"759","47","2"
"759","65","1"
"759","80","2"
"759","93","1"
"760","19","3"
"760","62","3"
"760","77","2"
"761","24","3"
"761","77","2"
"761","86","1"
"762","4","2"
"762","10","1"
"762","23","1"
"762","48","2"
"762","67","2"
"763","7","3"
"763","26","2"
"763","35","3"
"763","36","3"
"764","25","2"
"765","39","2"
"765","50","2"
"765","54","1"
"765","55","3"
"765","59","1"
"766","26","1"
"766","74","3"
"767","31","1"
"767","50","3"
"767","52","3"
"767","96","3"
"768","82","3"
"769","15","3"
"769","63","1"
"769","80","3"
"770","14","1"
"770","30","3"
"770","88","2"
"770","92","1"
"771","66","1"
"771","70","3"
"772","32","1"
"772","41","2"
"772","73","3"
"772","75","2"
"773","24","2"
"774","3","2"
"774","18","1"
"774","37","2"
"774","56","2"
"775","15","2"
"775","30","1"
"775","85","2"
"775","89","3"
"776","47","2"
"777","22","2"
"778","18","3"
"778","52","2"
"778","58","1"
"778","67","1"
"778","95","3"
"779","22","3"
"779","53","2"
"779","68","2"
"779","78","2"
"780","52","2"
"781","42","1"
"781","68","1"
"782","35","2"
"782","45","3"
"782","72","1"
"782","88","1"
"782","97","3"
"783","17","3"
"783","45","3"
"783","65","2"
"783","93","2"
"784","35","3"
"784","55","1"
"784","88","1"
"785","29","1"
"785","40","1"
"785","68","3"
"785","78","1"
"786","22","1"
"786","96","3"
"787","18","3"
"787","37","3"
"788","44","1"
"788","46","2"
"788","55","3"
"788","56","3"
"788","68","2"
"789","6","1"
"789","8","2"
"789","43","2"
"789","82","2"
"789","93","2"
"790","5","3"
"791","24","1"
"791","28","3"
"791","41","1"
"792","66","3"
"792","67","2"
"792","88","3"
"793","11","2"
"793","39","2"
"793","72","3"
"793","96","2"
"794","52","1"
"794","73","2"
"794","75","3"
"794","97","3"
"795","7","2"
"795","9","3"
"795","11","2"
"795","64","1"
"795","84","1"
"796","25","1"
"796","29","3"
"797","40","1"
"797","41","3"
"797","45","1"
"797","63","3"
"798","23","1"
"798","37","2"
"798","41","3"
"798","60","2"
"799","92","1"
"800","39","2"
"801","18","3"
"801","35","2"
"801","38","3"
"801","45","3"
"802","13","1"
"802","93","3"
"803","26","3"
"803","76","3"
"804","1","1"
"804","8","2"
"804","18","1"
"804","39","2"
"804","41","2"
"805","29","1"
"805","52","2"
"805","56","1"
"805","60","1"
"806","39","3"
"806","43","3"
"806","88","3"
"806","94","3"
"807","78","2"
"808","23","3"
"808","45","1"
"808","68","2"
"809","22","1"
"809","55","3"
"809","61","3"
"809","86","3"
"810","27","2"
"810","74","3"
"810","77","2"
"810","79","1"
"810","90","3"
"811","10","2"
"812","10","1"
"812","20","2"
"812","52","2"
"813","57","2"
"813","91","3"
"813","95","1"
"814","7","1"
"814","32","2"
"814","69","1"
"814","76","1"
"815","1","2"
"815","41","2"
"815","69","2"
"815","87","3"
"816","2","3"
"816","10","3"
"816","49","3"
"816","84","2"
"816","86","1"
"817","27","3"
"817","59","3"
"817","66","1"
"817","67","3"
"818","62","2"
"818","65","2"
"818","75","3"
"819","59","2"
"820","22","3"
"820","42","1"
"820","54","1"
"821","18","1"
"822","4","1"
"822","11","3"
"823","2","2"
"824","61","2"
"824","62","2"
"825","19","3"
"825","75","3"
"826","1","2"
"827","13","3"
"827","47","2"
"827","73","1"
"828","9","3"
"828","88","3"
"828","95","1"
"829","39","1"
"830","33","3"
"830","68","1"
"831","36","2"
"831","66","3"
"832","18","3"
"832","22","2"
"832","75","1"
"833","47","1"
"833","70","3"
"833","91","1"
"834","11","2"
"834","17","3"
"834","21","2"
"834","63","3"
"835","15","3"
"835","25","3"
"835","27","3"
"835","54","3"
"835","86","1"
"836","22","3"
"836","27","3"
"836","37","1"
"836","47","3"
"836","81","1"
"837","14","2"
"838","32","2"
"838","50","1"
"838","83","1"
"838","88","3"
"839","16","3"
"839","23","2"
"839","32","3"
"839","62","3"
"839","94","2"
"840","64","2"
"840","79","3"
"840","84","1"
"841","74","2"
"842","9","3"
"842","59","3"
"842","70","3"
"842","91","2"
"843","6","3"
"843","26","1"
"843","31","1"
"843","87","1"
"844","16","1"
"844","20","2"
"844","23","1"
"844","36","3"
"845","27","2"
"845","88","2"
"845","98","3"
"846","14","3"
"846","61","1"
"847","4","1"
"847","28","2"
"847","37","1"
"847","39","3"
"848","69","2"
"849","32","1"
"849","51","1"
"849","65","1"
"849","76","2"
"850","16","2"
"851","79","1"
"852","30","3"
"852","32","1"
"852","56","3"
"852","60","3"
"852","65","3"
"853","8","3"
"853","12","3"
"854","2","3"
"854","6","2"
"854","21","1"
"854","23","3"
"854","35","1"
"855","35","2"
"855","66","3"
"855","98","1"
"856","8","1"
"856","9","3"
"856","17","2"
"856","39","1"
"856","69","1"
"857","46","1"
"857","48","2"
"857","52","3"
"858","39","1"
"858","44","3"
"859","13","3"
"859","39","3"
"859","51","2"
"859","54","2"
"859","96","3"
"860","14","2"
"860","28","1"
"860","53","2"
"860","69","2"
"860","73","1"
"861","3","2"
"861","62","1"
"861","82","1"
"862","61","3"
"862","90","2"
"863","23","2"
"863","79","2"
"864","17","1"
"864","39","2"
"864","51","2"
"864","88","3"
"865","87","3"
"866","22","3"
"866","31","3"
"866","58","2"
"867","98","3"
"868","54","2"
"868","57","3"
"868","60","2"
"868","66","3"
"869","45","2"
"869","67","2"
"870","5","1"
"870","8","2"
"870","37","1"
"870","41","1"
"870","52","2"
"871","75","1"
"872","21","3"
"872","23","3"
"872","38","1"
"872","60","3"
"873","28","1"
"873","46","3"
"873","50","3"
"873","82","1"
"874","11","2"
"874","16","1"
"874","34","3"
"874","86","1"
"874","95","1"
"875","44","1"
"875","95","2"
"876","6","3"
"876","9","3"
"876","19","3"
"876","43","1"
"876","77","3"
"877","22","2"
"877","61","1"
"878","50","2"
"878","63","3"
"878","91","1"
"879","31","3"
"879","76","3"
"879","81","3"
"880","3","3"
"880","68","3"
"880","80","1"
"880","98","1"
"881","21","2"
"881","58","1"
"881","84","2"
"881","94","3"
"882","3","1"
"882","59","2"
"882","60","3"
"882","67","1"
"882","72","1"
"883","20","1"
"883","33","2"
"883","38","1"
"883","51","1"
"883","70","3"
"884","37","3"
"884","74","2"
"885","93","3"
"886","6","3"
"886","80","1"
"887","45","2"
"887","47","1"
"887","48","2"
"887","65","3"
"887","71","3"
"888","46","3"
"888","92","1"
"888","95","2"
"889","26","1"
"889","41","3"
"889","76","3"
"890","19","1"
"890","36","1"
"890","49","2"
"890","71","2"
"890","90","3"
"891","2","3"
"891","85","1"
"891","87","1"
"891","94","3"
"891","99","1"
"892","23","2"
"892","41","1"
"892","50","3"
"892","74","3"
"893","7","3"
"893","14","3"
"893","19","1"
"893","89","3"
"894","47","1"
"894","63","3"
"895","37","3"
"895","44","3"
"895","65","1"
"896","8","2"
"896","30","1"
"896","46","2"
"896","64","2"
"896","82","3"
"897","24","3"
"897","45","2"
"898","51","1"
"898","53","1"
"899","4","1"
"899","60","3"
"899","68","2"
"899","83","1"
"900","11","2"
"900","25","1"
"900","37","2"
"900","41","2"
"900","94","3"
"901","11","2"
"901","22","1"
"901","34","3"
"902","91","1"
"903","20","2"
"903","84","2"
"903","95","3"
"904","59","3"
"905","55","2"
"905","90","2"
"905","99","1"
"906","5","1"
"906","49","3"
"906","66","2"
"907","52","1"
"907","86","1"
"907","88","3"
"908","95","1"
"909","6","1"
"909","24","1"
"909","49","1"
"910","24","2"
"910","88","3"
"911","10","1"
"911","53","2"
"911","81","3"
"911","86","2"
"912","24","2"
"912","52","1"
"912","79","1"
"912","89","3"
"912","97","3"
"913","24","2"
"913","53","3"
"913","63","3"
"914","48","3"
"914","78","3"
"914","81","3"
"915","4","1"
"915","10","2"
"915","68","2"
"915","71","3"
"915","96","2"
"916","14","3"
"916","62","3"
"917","76","1"
"918","6","2"
"918","41","1"
"918","80","3"
"919","7","3"
"919","23","2"
"919","35","3"
"919","36","3"
"919","76","3"
"920","16","1"
"920","68","1"
"920","87","2"
"921","70","3"
"922","90","2"
"923","25","2"
"923","30","2"
"923","43","1"
"923","52","1"
"923","74","2"
"924","3","1"
"924","8","1"
"924","32","2"
"924","91","1"
"925","18","3"
"925","53","2"
"925","69","1"
"925","75","3"
"925","84","3"
"926","81","1"
"927","19","2"
"928","16","3"
"928","20","3"
"928","27","3"
"928","67","1"
"929","12","1"
"929","71","1"
"930","33","1"
"931","42","1"
"932","20","2"
"932","24","1"
"932","50","2"
"932","91","3"
"932","99","1"
"933","14","1"
"933","29","2"
"933","33","2"
"933","67","3"
"933","89","1"
"934","63","1"
"934","76","2"
"935","0","1"
"935","34","3"
"935","39","1"
"936","44","3"
"936","68","1"
"936","71","1"
"937","37","3"
"937","67","2"
"937","87","1"
"938","47","2"
"939","81","1"
"939","92","3"
"940","23","2"
"940","41","2"
"940","82","3"
"941","6","2"
"942","19","2"
"942","31","3"
"942","35","3"
"943","15","1"
"943","52","1"
"943","95","2"
"944","56","1"
"944","91","2"
"945","10","1"
"945","13","1"
"945","14","1"
"945","87","1"
"946","9","3"
"946","98","2"
"947","60","2"
"948","36","2"
"948","45","1"
"948","59","2"
"948","84","3"
"949","0","1"
"949","53","2"
"949","83","2"
"950","1","3"
"950","10","3"
"950","63","1"
"950","91","2"
"951","11","3"
"951","39","2"
"951","46","3"
"951","91","3"
"952","3","2"
"952","50","2"
"952","99","2"
"953","14","3"
"953","37","2"
"953","39","2"
"953","40","2"
"953","41","1"
"954","70","2"
"954","85","1"
"955","6","3"
"955","9","1"
"955","77","1"
"956","28","3"
"956","70","2"
"956","98","3"
"957","6","3"
"957","26","3"
"957","33","1"
"957","85","3"
"958","49","1"
"958","77","2"
"958","95","2"
"959","17","1"
"960","1","3"
"960","4","1"
"960","27","1"
"960","88","2"
"960","96","2"
"961","2","1"
"961","81","2"
"961","93","3"
"961","94","2"
"962","27","3"
"962","31","1"
"962","68","3"
"962","79","1"
"962","86","1"
"963","6","3"
"963","7","3"
"963","20","1"
"963","58","3"
"963","93","3"
"964","89","3"
"965","40","3"
"965","54","1"
"965","67","2"
"965","71","3"
"965","86","1"
"966","11","2"
"966","14","1"
"966","37","1"
"967","50","2"
"968","19","3"
"968","38","3"
"968","43","1"
"968","51","1"
"968","53","1"
"969","6","3"
"969","75","1"
"969","86","1"
"970","29","1"
"970","69","3"
"970","70","2"
"970","97","3"
"971","55","2"
"971","59","1"
"971","67","3"
"971","84","2"
"972","1","2"
"972","10","2"
"972","51","1"
"972","72","3"
"972","78","3"
"973","21","3"
"973","46","2"
"974","0","3"
"974","94","1"
"975","4","3"
"975","33","1"
"975","72","1"
"976","10","1"
"976","11","1"
"977","38","1"
"977","59","3"
"977","88","2"
"977","89","2"
"978","29","1"
"978","74","2"
"979","45","2"
"979","52","2"
"979","60","3"
"979","71","3"
"979","92","3"
"980","8","1"
"980","44","1"
"980","77","3"
"980","78","2"
"980","92","3"
"981","69","3"
"981","84","3"
"981","89","3"
"981","95","3"
"982","56","3"
"982","62","3"
"982","68","3"
"983","7","3"
"983","13","2"
"983","40","1"
"983","45","3"
"983","82","3"
"984","36","1"
"984","82","3"
"984","93","3"
"985","9","3"
"985","17","2"
"985","53","3"
"985","84","1"
"986","12","2"
"986","51","1"
"987","11","1"
"987","47","3"
"987","97","2"
"987","99","1"
"988","22","2"
"988","34","2"
"988","60","2"
"988","86","2"
"988","97","1"
"989","0","2"
"989","80","3"
"990","67","1"
"991","31","1"
"991","77","1"
"991","79","2"
"992","5","1"
"992","59","2"
"992","97","2"
"993","7","1"
"993","30","2"
"993","73","1"
"993","81","1"
"994","56","1"
"995","11","3"
"995","20","2"
"995","48","2"
"995","57","1"
"995","84","3"
"996","26","1"
"997","13","2"
"997","48","1"
"998","1","2"
"998","10","2"
"999","25","1"
"999","52","3"
"999","53","3"
"999","59","3"
"999","93","1"
"1000","29","1"
"1000","70","1"
"1001","32","1"
"1001","49","3"
"1001","66","2"
"1002","3","2"
"1002","45","2"
"1002","46","3"
"1002","97","3"
"1003","8","1"
"1003","42","2"
"1003","84","3"
"1003","94","2"
"1003","99","3"
"1004","99","3"
"1005","7","2"
"1005","62","3"
"1005","71","1"
"1005","81","3"
"1005","86","2"
"1006","9","3"
"1006","59","1"
"1006","65","1"
"1006","79","2"
"1007","95","3"
"1008","13","2"
"1008","39","3"
"1008","43","3"
"1008","70","2"
"1009","48","2"
"1010","23","2"
"1010","25","2"
"1010","62","3"
"1010","95","2"
"1011","12","1"
"1011","19","2"
"1011","31","1"
"1011","32","2"
"1012","4","2"
"1013","9","1"
"1013","29","1"
"1013","57","2"
"1014","29","3"
"1015","19","2"
"1015","36","1"
"1015","61","1"
"1015","96","2"
"1016","4","3"
"1016","13","3"
"1016","19","1"
"1016","47","3"
"1016","94","2"
"1017","71","3"
"1017","87","1"
"1018","32","1"
"1018","49","2"
"1018","65","3"
"1018","71","1"
"1018","92","3"
"1019","3","1"
"1019","18","3"
"1019","28","1"
"1020","12","1"
"1020","75","1"
"1020","97","3"
"1021","16","3"
"1021","29","1"
"1021","91","3"
"1022","13","3"
"1022","48","1"
"1022","81","3"
"1022","95","2"
"1023","11","1"
"1023","15","1"
"1023","44","1"
"1023","50","1"
"1023","95","2"
"1024","26","3"
"1024","35","3"
"1024","63","1"
"1025","55","3"
"1026","41","1"
"1027","5","1"
"1027","34","1"
"1027","41","3"
"1027","99","2"
"1028","49","1"
"1028","54","3"
"1028","67","2"
"1028","85","3"
"1029","82","1"
"1029","89","3"
"1030","4","2"
"1030","27","2"
"1030","30","1"
"1030","31","3"
"1030","32","2"
"1031","20","3"
"1031","33","2"
"1032","0","2"
"1032","53","3"
"1033","18","2"
"1033","24","2"
"1033","26","2"
"1034","4","2"
"1034","85","2"
"1034","87","2"
"1035","15","3"
"1035","19","3"
"1035","27","3"
"1035","89","2"
"1035","94","2"
"1036","80","3"
"1036","92","3"
"1037","11","3"
"1037","21","1"
"1037","24","3"
"1037","53","2"
"1038","2","2"
"1038","42","1"
"1039","9","1"
"1039","17","2"
"1039","69","2"
"1040","36","3"
"1040","98","1"
"1041","0","2"
"1041","4","1"
"1041","10","1"
"1041","78","1"
"1041","97","1"
"1042","2","2"
"1042","36","1"
"1043","19","3"
"1043","60","3"
"1044","26","3"
"1045","18","2"
"1045","29","2"
"1045","50","1"
"1045","94","2"
"1046","33","1"
"1046","46","3"
"1046","86","3"
"1047","8","3"
"1047","57","3"
"1048","4","3"
"1048","18","3"
"1049","23","2"
"1049","28","3"
"1049","93","1"
"1050","1","2"
"1050","18","2"
"1050","38","3"
"1050","69","2"
"1051","21","3"
"1051","25","2"
"1051","56","3"
"1051","58","3"
"1051","76","3"
"1052","1","2"
"1053","14","3"
"1053","90","2"
"1054","27","2"
"1054","56","1"
"1054","63","2"
"1054","86","1"
"1055","12","1"
"1055","16","2"
"1055","89","2"
"1056","62","3"
"1056","89","3"
"1057","52","1"
"1057","56","1"
"1057","57","2"
"1057","95","3"
"1058","87","1"
"1059","34","3"
"1059","86","3"
"1060","56","1"
"1060","92","3"
"1061","14","2"
"1061","33","1"
"1061","86","1"
"1062","2","3"
"1062","97","2"
"1063","4","3"
"1063","13","2"
"1063","32","1"
"1063","80","1"
"1063","94","1"
"1064","19","1"
"1064","29","3"
"1064","89","2"
"1065","37","2"
"1065","48","3"
"1065","59","1"
"1065","72","1"
"1066","3","3"
"1066","77","2"
"1066","80","2"
"1066","85","1"
"1066","88","2"
"1067","4","1"
"1067","6","1"
"1067","37","1"
"1067","72","2"
"1067","97","2"
"1068","3","2"
"1068","20","2"
"1068","40","3"
"1068","59","2"
"1068","97","1"
"1069","34","1"
"1070","1","1"
"1070","39","2"
"1070","43","1"
"1070","64","2"
"1070","69","3"
"1071","67","2"
"1072","25","1"
"1072","46","1"
"1072","66","3"
"1073","62","1"
"1073","86","3"
"1073","88","3"
"1074","48","3"
"1074","62","3"
"1074","70","1"
"1075","64","1"
"1076","29","3"
"1076","55","3"
"1076","63","1"
"1076","99","2"
"1077","84","3"
"1078","2","2"
"1078","54","3"
"1078","78","2"
"1078","95","2"
"1079","57","2"
"1079","59","3"
"1079","76","2"
"1079","98","2"
"1080","46","3"
"1081","19","1"
"1082","69","2"
"1082","70","2"
"1082","86","2"
"1083","10","1"
"1083","31","1"
"1083","63","1"
"1083","82","3"
"1083","92","1"
"1084","15","1"
"1084","34","3"
"1084","39","2"
"1084","42","3"
"1084","82","3"
"1085","1","2"
"1085","53","2"
"1086","8","1"
"1087","62","3"
"1087","71","3"
"1087","89","2"
"1088","71","2"
"1089","31","3"
"1089","99","2"
"1090","60","1"
"1090","72","3"
"1090","80","1"
"1091","20","3"
"1091","98","2"
"1092","1","1"
"1093","24","2"
"1093","70","1"
"1093","71","2"
"1093","95","2"
"1094","35","1"
"1094","74","1"
"1095","63","1"
"1096","55","3"
"1097","10","1"
"1097","58","3"
"1098","3","2"
"1098","28","2"
"1098","38","3"
"1098","42","3"
"1098","50","2"
"1099","45","1"
"1100","10","3"
"1101","32","3"
"1101","82","2"
"1102","49","1"
"1102","79","2"
"1102","87","2"
"1102","91","2"
"1102","94","2"
"1103","18","3"
"1103","47","3"
"1103","80","1"
"1103","90","1"
"1104","42","2"
"1104","56","3"
"1104","61","2"
"1105","15","1"
"1106","48","1"
"1106","55","1"
"1106","72","1"
"1106","75","2"
"1106","81","1"
"1107","20","1"
"1107","23","2"
"1108","41","3"
"1108","45","1"
"1109","35","2"
"1109","56","3"
"1109","63","3"
"1110","27","2"
"1110","32","1"
"1110","58","3"
"1111","4","2"
"1111","5","3"
"1111","13","3"
"1111","31","3"
"1111","38","3"
"1112","23","2"
"1112","34","2"
"1112","51","2"
"1113","3","3"
"1113","44","3"
"1113","57","3"
"1113","69","3"
"1114","11","2"
"1114","35","1"
"1114","55","3"
"1114","67","2"
"1114","77","1"
"1115","18","3"
"1115","19","3"
"1115","41","1"
"1115","87","3"
"1116","10","2"
"1117","23","2"
"1117","69","3"
"1117","77","1"
"1118","3","2"
"1119","86","3"
"1120","14","3"
"1120","27","3"
"1120","33","1"
"1121","55","1"
"1121","95","3"
"1121","97","3"
"1122","36","1"
"1122","72","1"
"1122","80","1"
"1123","46","3"
"1123","86","2"
"1124","36","1"
"1124","77","1"
"1124","79","3"
"1124","80","2"
"1125","68","3"
"1126","36","2"
"1126","56","1"
"1126","59","2"
"1127","24","3"
"1127","50","2"
"1127","73","2"
"1127","87","1"
"1128","64","2"
"1129","38","2"
"1129","50","3"
"1129","77","2"
"1129","94","2"
"1130","30","1"
"1130","41","3"
"1130","46","2"
"1130","66","3"
"1131","72","3"
"1131","85","3"
"1132","2","1"
"1132","93","1"
"1132","99","1"
"1133","4","2"
"1133","57","2"
"1134","10","2"
"1134","28","3"
"1134","29","2"
"1134","74","3"
"1134","78","3"
"1135","45","3"
"1135","48","3"
"1135","83","3"
"1136","39","2"
"1136","73","3"
"1136","83","1"
"1136","99","2"
"1137","35","1"
"1137","48","1"
"1137","78","3"
"1138","37","2"
"1138","72","2"
"1139","12","1"
"1139","17","2"
"1139","44","1"
"1139","91","1"
"1140","23","1"
"1140","79","3"
"1140","89","3"
"1141","40","2"
"1141","61","1"
"1141","69","2"
"1142","78","2"
"1143","65","1"
"1144","40","1"
"1145","55","1"
"1145","59","2"
"1145","85","2"
"1146","34","3"
"1147","15","1"
"1148","9","1"
"1148","51","2"
"1148","96","1"
"1149","30","3"
"1150","16","3"
"1150","29","2"
"1151","7","1"
"1151","12","2"
"1151","55","2"
"1151","59","3"
"1151","62","1"
"1152","7","2"
"1152","36","3"
"1152","66","1"
"1153","3","2"
"1153","17","3"
"1153","23","3"
"1153","96","2"
"1154","6","1"
