"segment_id","driver_id","segment_type","order_id","segment_start_time","segment_end_time"
"826","3","DRIVE",NULL,"2024-02-10 08:23:04","2024-02-10 08:30:17"
"827","3","STOP","227","2024-02-17 09:22:23","2024-02-17 09:29:15"
"828","3","DRIVE",NULL,"2024-02-17 09:12:10","2024-02-17 09:19:23"
"829","4","STOP","2085","2024-02-05 15:47:16","2024-02-05 15:51:02"
"830","4","DRIVE",NULL,"2024-02-05 15:37:11","2024-02-05 15:44:16"
"831","4","STOP",NULL,"2024-02-05 15:26:45","2024-02-05 15:41:32"
"832","4","STOP","1748","2024-02-07 17:47:20","2024-02-07 17:54:36"
"833","4","DRIVE",NULL,"2024-02-07 17:35:50","2024-02-07 17:44:20"
"834","1","STOP","74","2024-02-16 09:13:38","2024-02-16 09:14:37"
"835","1","DRIVE",NULL,"2024-02-16 09:06:08","2024-02-16 09:10:38"
"836","1","STOP",NULL,"2024-02-16 08:52:13","2024-02-16 09:10:24"
"837","4","STOP","1837","2024-02-06 14:57:13","2024-02-06 15:01:54"
"838","4","DRIVE",NULL,"2024-02-06 14:46:16","2024-02-06 14:54:13"
"839","4","STOP",NULL,"2024-02-06 14:39:21","2024-02-06 14:49:06"
"840","3","STOP","496","2024-02-28 15:21:10","2024-02-28 15:23:34"
"841","3","DRIVE",NULL,"2024-02-28 15:12:59","2024-02-28 15:18:10"
"842","1","STOP","758","2024-02-03 03:19:00","2024-02-03 03:19:48"
"843","1","DRIVE",NULL,"2024-02-03 03:11:59","2024-02-03 03:16:00"
"844","3","STOP","1260","2024-02-13 21:19:34","2024-02-13 21:22:26"
"845","3","DRIVE",NULL,"2024-02-13 21:10:09","2024-02-13 21:16:34"
"846","1","STOP","1576","2024-02-21 18:40:19","2024-02-21 18:41:50"
"847","1","DRIVE",NULL,"2024-02-21 18:32:48","2024-02-21 18:37:19"
"848","2","STOP","1383","2024-02-08 06:06:03","2024-02-08 06:07:45"
"849","2","DRIVE",NULL,"2024-02-08 05:52:10","2024-02-08 06:03:03"
"850","2","STOP",NULL,"2024-02-08 05:46:41","2024-02-08 05:55:00"
"851","1","STOP","927","2024-02-25 03:57:50","2024-02-25 03:58:34"
"852","1","DRIVE",NULL,"2024-02-25 03:51:42","2024-02-25 03:54:50"
"853","3","STOP","1953","2024-02-25 20:31:58","2024-02-25 20:33:49"
"854","3","DRIVE",NULL,"2024-02-25 20:19:17","2024-02-25 20:28:58"
"855","3","STOP","54","2024-02-08 18:20:31","2024-02-08 18:22:28"
"856","3","DRIVE",NULL,"2024-02-08 18:07:46","2024-02-08 18:17:31"
"857","3","STOP","410","2024-02-20 02:44:19","2024-02-20 02:47:12"
"858","3","DRIVE",NULL,"2024-02-20 02:33:32","2024-02-20 06:41:19"
"859","2","STOP","890","2024-02-17 20:11:48","2024-02-17 20:14:16"
"860","2","DRIVE",NULL,"2024-02-17 19:59:10","2024-02-17 20:08:48"
"861","3","STOP","1750","2024-02-05 07:38:43","2024-02-05 07:46:07"
"862","3","DRIVE",NULL,"2024-02-05 07:23:45","2024-02-05 07:35:43"
"863","3","STOP","521","2024-02-05 09:31:51","2024-02-05 09:36:56"
"864","3","DRIVE",NULL,"2024-02-05 09:24:01","2024-02-05 09:28:51"
"865","3","STOP",NULL,"2024-02-05 09:15:56","2024-02-05 09:27:39"
"866","3","STOP","2164","2024-02-02 16:30:31","2024-02-02 16:30:31"
"867","3","DRIVE",NULL,"2024-02-02 16:27:31","2024-02-02 16:24:43"
"868","3","STOP",NULL,"2024-02-02 16:13:47","2024-02-02 16:13:47"
"869","4","STOP","1990","2024-02-25 08:36:14","2024-02-25 08:41:51"
"870","4","DRIVE",NULL,"2024-02-25 08:26:57","2024-02-25 08:33:14"
"871","4","STOP",NULL,"2024-02-25 08:19:37","2024-02-25 08:29:58"
"872","3","STOP","792","2024-02-14 03:52:42","2024-02-14 03:58:42"
"873","3","DRIVE",NULL,"2024-02-14 03:41:48","2024-02-14 03:49:42"
"874","3","STOP",NULL,"2024-02-14 03:28:20","2024-02-14 03:45:19"
"875","1","STOP","657","2024-02-08 15:20:40","2024-02-08 15:21:27"
"876","1","DRIVE",NULL,"2024-02-08 15:08:04","2024-02-08 15:17:40"
"877","1","STOP",NULL,"2024-02-08 14:56:29","2024-02-08 15:12:15"
"878","1","STOP","1053","2024-02-01 02:14:36","2024-02-01 02:15:41"
"879","1","DRIVE",NULL,"2024-02-01 02:08:40","2024-02-01 02:11:36"
"880","4","STOP","672","2024-02-12 02:10:58","2024-02-12 02:15:48"
"881","4","DRIVE",NULL,"2024-02-12 02:03:29","2024-02-12 02:07:58"
"882","2","STOP","1994","2024-02-21 08:01:54","2024-02-21 08:05:56"
"883","2","DRIVE",NULL,"2024-02-21 07:50:37","2024-02-21 07:58:54"
"884","2","STOP",NULL,"2024-02-21 07:38:11","2024-02-21 07:53:02"
"885","1","STOP","1139","2024-02-14 08:06:33","2024-02-14 08:07:36"
"886","1","DRIVE",NULL,"2024-02-14 07:51:58","2024-02-14 08:03:33"
"887","4","STOP","294","2024-02-21 06:17:21","2024-02-21 06:26:56"
"888","4","DRIVE",NULL,"2024-02-21 06:09:37","2024-02-21 06:14:21"
"889","2","STOP","77","2024-02-14 02:01:14","2024-02-14 02:01:14"
"890","2","DRIVE",NULL,"2024-02-14 01:51:03","2024-02-14 01:58:14"
"891","1","STOP","1927","2024-02-07 05:32:14","2024-02-07 05:34:02"
"892","1","DRIVE",NULL,"2024-02-07 05:23:53","2024-02-07 05:29:14"
"893","1","STOP",NULL,"2024-02-07 05:11:26","2024-02-07 05:25:54"
"894","1","STOP","1854","2024-02-17 21:26:43","2024-02-17 21:28:10"
"895","1","DRIVE",NULL,"2024-02-17 21:12:12","2024-02-17 21:23:43"
"896","2","STOP","822","2024-02-05 09:20:32","2024-02-05 09:23:41"
"897","2","DRIVE",NULL,"2024-02-05 09:14:40","2024-02-05 09:17:32"
"898","1","STOP","553","2024-02-08 09:45:48","2024-02-08 09:46:49"
"899","1","DRIVE",NULL,"2024-02-08 09:35:52","2024-02-08 09:42:48"
"900","3","STOP","370","2024-02-27 04:50:43","2024-02-27 04:53:19"
"901","3","DRIVE",NULL,"2024-02-27 04:36:14","2024-02-27 04:47:43"
"902","4","STOP","398","2024-02-17 16:15:33","2024-02-17 16:21:28"
"903","4","DRIVE",NULL,"2024-02-17 16:06:14","2024-02-17 16:12:33"
"904","1","STOP","347","2024-02-26 07:08:57","2024-02-26 07:09:31"
"905","1","DRIVE",NULL,"2024-02-26 07:03:57","2024-02-26 07:05:57"
"906","1","STOP",NULL,"2024-02-26 06:56:40","2024-02-26 07:07:50"
"907","4","STOP","1749","2024-02-09 18:15:21","2024-02-09 18:20:18"
"908","4","DRIVE",NULL,"2024-02-09 18:04:32","2024-02-09 18:12:21"
"909","3","STOP","2217","2024-02-05 08:55:55","2024-02-05 09:01:42"
"910","3","DRIVE",NULL,"2024-02-05 08:46:50","2024-02-05 08:52:55"
"911","3","STOP",NULL,"2024-02-05 08:33:57","2024-02-05 08:50:53"
"912","1","STOP","175","2024-02-12 19:31:47","2024-02-12 19:32:38"
"913","1","DRIVE",NULL,"2024-02-12 19:23:45","2024-02-12 19:28:47"
"914","1","STOP",NULL,"2024-02-12 19:13:21","2024-02-12 19:28:43"
"915","3","STOP","214","2024-02-23 21:27:23","2024-02-23 21:30:58"
"916","3","DRIVE",NULL,"2024-02-23 21:20:52","2024-02-23 21:24:23"
"917","1","STOP","1981","2024-02-26 08:41:20","2024-02-26 08:42:14"
"918","1","DRIVE",NULL,"2024-02-26 08:28:26","2024-02-26 08:38:20"
"919","3","STOP","746","2024-02-16 18:02:22","2024-02-16 18:08:16"
"920","3","DRIVE",NULL,"2024-02-16 17:55:46","2024-02-16 17:59:22"
"921","3","STOP",NULL,"2024-02-16 17:41:47","2024-02-16 17:57:57"
"922","1","STOP","1898","2024-02-17 02:33:20","2024-02-17 02:35:03"
"923","1","DRIVE",NULL,"2024-02-17 02:27:10","2024-02-17 02:30:20"
"924","1","STOP",NULL,"2024-02-17 02:18:34","2024-02-17 02:29:23"
"925","2","STOP","1547","2024-02-10 06:51:15","2024-02-10 06:52:57"
"926","2","DRIVE",NULL,"2024-02-10 06:38:42","2024-02-10 06:48:15"
"927","2","STOP","1219","2024-02-21 18:38:24","2024-02-21 18:40:26"
"928","2","DRIVE",NULL,"2024-02-21 18:32:14","2024-02-21 18:35:24"
"929","2","STOP","296","2024-02-24 15:36:37","2024-02-24 15:38:44"
"930","2","DRIVE",NULL,"2024-02-24 15:29:29","2024-02-24 15:33:37"
"931","3","STOP","1537","2024-02-10 20:22:39","2024-02-10 20:26:11"
"932","3","DRIVE",NULL,"2024-02-10 20:11:33","2024-02-10 20:19:39"
"933","3","STOP","1886","2024-02-03 06:33:13","2024-02-03 06:37:32"
"934","3","DRIVE",NULL,"2024-02-03 06:26:48","2024-02-03 06:30:13"
"935","3","STOP","561","2024-02-11 02:42:27","2024-02-11 02:46:48"
"936","3","DRIVE",NULL,"2024-02-11 02:33:07","2024-02-11 02:39:27"
"937","3","STOP",NULL,"2024-02-11 02:19:55","2024-02-11 02:35:25"
"938","2","STOP","1264","2024-02-08 16:33:14","2024-02-08 16:36:47"
"939","2","DRIVE",NULL,"2024-02-08 16:19:52","2024-02-08 16:30:14"
"940","2","STOP","11","2024-02-01 04:44:06","2024-02-01 04:46:24"
"941","2","DRIVE",NULL,"2024-02-01 04:38:02","2024-02-01 04:41:06"
"942","3","STOP","2147","2024-02-06 03:44:16","2024-02-06 03:47:49"
"943","3","DRIVE",NULL,"2024-02-06 03:39:11","2024-02-06 03:41:16"
"944","3","STOP",NULL,"2024-02-06 03:33:01","2024-02-06 03:42:25"
"945","1","STOP","1716","2024-02-20 15:31:56","2024-02-20 15:32:57"
"946","1","DRIVE",NULL,"2024-02-20 15:19:43","2024-02-20 15:28:56"
"947","3","STOP","1671","2024-02-27 19:02:05","2024-02-27 19:08:10"
"948","3","DRIVE",NULL,"2024-02-27 18:53:09","2024-02-27 18:59:05"
"949","4","STOP","734","2024-02-08 02:23:51","2024-02-08 06:28:43"
"950","4","DRIVE",NULL,"2024-02-08 02:14:21","2024-02-08 02:14:21"
"951","3","STOP","364","2024-02-14 20:02:16","2024-02-14 20:03:51"
"952","3","DRIVE",NULL,"2024-02-14 19:51:41","2024-02-14 19:59:16"
"953","4","STOP","1797","2024-02-03 06:36:36","2024-02-03 06:41:32"
"954","4","DRIVE",NULL,"2024-02-03 06:28:16","2024-02-03 06:33:36"
"955","1","STOP","592","2024-02-24 14:26:54","2024-02-24 14:28:18"
"956","1","DRIVE",NULL,"2024-02-24 14:21:51","2024-02-24 14:23:54"
"957","1","STOP","1248","2024-02-23 02:14:48","2024-02-23 02:16:08"
"958","1","DRIVE",NULL,"2024-02-23 02:05:36","2024-02-23 02:11:48"
"959","4","STOP","1781","2024-02-02 17:44:35","2024-02-02 17:49:55"
"960","4","DRIVE",NULL,"2024-02-02 17:36:53","2024-02-02 17:41:35"
"961","4","STOP","1120","2024-02-14 02:04:46","2024-02-14 02:12:51"
"962","4","DRIVE",NULL,"2024-02-14 01:56:35","2024-02-14 02:01:46"
"963","4","STOP",NULL,"2024-02-14 01:45:10","2024-02-14 02:01:04"
"964","4","STOP","1090","2024-02-02 04:21:30","2024-02-02 04:24:31"
"965","4","DRIVE",NULL,"2024-02-02 04:11:23","2024-02-02 04:18:30"
"966","4","STOP",NULL,"2024-02-02 03:59:39","2024-02-02 08:15:10"
"967","2","STOP","20","2024-02-25 21:06:48","2024-02-25 21:06:48"
"968","2","DRIVE",NULL,"2024-02-25 20:58:36","2024-02-25 21:03:48"
"969","4","STOP","1232","2024-02-08 05:40:44","2024-02-08 05:47:18"
"970","4","DRIVE",NULL,"2024-02-08 05:33:55","2024-02-08 05:37:44"
"971","4","STOP",NULL,"2024-02-08 05:27:53","2024-02-08 05:37:12"
"972","4","STOP","1806","2024-02-19 02:47:21","2024-02-19 02:57:24"
"973","4","DRIVE",NULL,"2024-02-19 02:41:27","2024-02-19 02:44:21"
"974","2","STOP","2238","2024-02-12 15:59:57","2024-02-12 16:02:01"
"975","2","DRIVE",NULL,"2024-02-12 15:54:16","2024-02-12 15:56:57"
"976","4","STOP","2171","2024-02-24 04:42:39","2024-02-24 04:44:59"
"977","4","DRIVE",NULL,"2024-02-24 04:30:13","2024-02-24 04:39:39"
"978","3","STOP","1693","2024-02-15 07:08:27","2024-02-15 07:13:01"
"979","3","DRIVE",NULL,"2024-02-15 07:01:54","2024-02-15 07:05:27"
"980","2","STOP","1093","2024-02-18 14:20:00","2024-02-18 14:23:10"
"981","2","DRIVE",NULL,"2024-02-18 14:13:13","2024-02-18 14:17:00"
"982","4","STOP","1539","2024-02-20 08:47:04","2024-02-20 08:53:33"
"983","4","DRIVE",NULL,"2024-02-20 08:38:14","2024-02-20 08:44:04"
"984","4","STOP",NULL,"2024-02-20 08:33:07","2024-02-20 08:41:31"
"985","3","STOP","604","2024-02-12 14:39:54","2024-02-12 14:42:03"
"986","3","DRIVE",NULL,"2024-02-12 14:31:16","2024-02-12 14:31:16"
"987","3","STOP","224","2024-02-12 08:22:01","2024-02-12 08:26:02"
"988","3","DRIVE",NULL,"2024-02-12 08:08:54","2024-02-12 08:08:54"
"989","3","STOP",NULL,"2024-02-12 08:02:26","2024-02-12 08:13:36"
"990","2","STOP","1534","2024-02-18 08:11:27","2024-02-18 08:13:35"
"991","2","DRIVE",NULL,"2024-02-18 07:58:18","2024-02-18 08:08:27"
"992","2","STOP",NULL,"2024-02-18 07:43:46","2024-02-18 08:02:14"
"993","1","STOP","198","2024-02-08 09:29:57","2024-02-08 09:31:25"
"994","1","DRIVE",NULL,"2024-02-08 09:15:51","2024-02-08 09:26:57"
"995","1","STOP","2097","2024-02-07 05:58:40","2024-02-07 06:00:02"
"996","1","DRIVE",NULL,"2024-02-07 05:52:21","2024-02-07 05:55:40"
"997","2","STOP","894","2024-02-26 19:06:53","2024-02-26 19:09:22"
"998","2","DRIVE",NULL,"2024-02-26 19:01:12","2024-02-26 19:01:12"
"999","1","STOP","548","2024-02-15 02:34:31","2024-02-15 02:36:03"
"1000","1","DRIVE",NULL,"2024-02-15 02:24:20","2024-02-15 02:31:31"
"1001","2","STOP","516","2024-02-11 06:57:38","2024-02-11 07:00:04"
"1002","2","DRIVE",NULL,"2024-02-11 06:45:55","2024-02-11 06:54:38"
"1003","3","STOP","654","2024-02-19 09:35:05","2024-02-19 09:38:22"
"1004","3","DRIVE",NULL,"2024-02-19 09:24:58","2024-02-19 09:24:58"
"1005","2","STOP","859","2024-02-22 08:40:20","2024-02-22 08:45:46"
"1006","2","DRIVE",NULL,"2024-02-22 08:28:22","2024-02-22 08:37:20"
"1007","3","STOP","1824","2024-02-05 06:21:35","2024-02-05 06:25:38"
"1008","3","DRIVE",NULL,"2024-02-05 06:15:14","2024-02-05 06:18:35"
"1009","1","STOP","2068","2024-02-03 15:09:12","2024-02-03 15:09:49"
"1010","1","DRIVE",NULL,"2024-02-03 15:02:28","2024-02-03 15:06:12"
"1011","4","STOP","9","2024-02-28 19:40:37","2024-02-28 19:43:48"
"1012","4","DRIVE",NULL,"2024-02-28 19:34:44","2024-02-28 19:37:37"
"1013","3","STOP","1998","2024-02-20 21:47:18","2024-02-20 21:53:01"
"1014","3","DRIVE",NULL,"2024-02-20 21:34:13","2024-02-20 21:34:13"
"1015","3","STOP","1393","2024-02-25 09:12:34","2024-02-25 09:16:21"
"1016","3","DRIVE",NULL,"2024-02-25 09:04:28","2024-02-25 09:09:34"
"1017","4","STOP","1586","2024-02-03 04:12:16","2024-02-03 04:21:20"
"1018","4","DRIVE",NULL,"2024-02-03 04:00:45","2024-02-03 04:09:16"
"1019","1","STOP","135","2024-02-09 18:14:37","2024-02-09 18:15:38"
"1020","1","DRIVE",NULL,"2024-02-09 18:06:14","2024-02-09 18:11:37"
"1021","3","STOP","408","2024-02-12 08:05:00","2024-02-12 08:07:56"
"1022","3","DRIVE",NULL,"2024-02-12 07:55:14","2024-02-12 08:02:00"
"1023","3","STOP","782","2024-02-02 04:55:15","2024-02-02 05:03:00"
"1024","3","DRIVE",NULL,"2024-02-02 04:43:00","2024-02-02 04:52:15"
"1025","3","STOP","151","2024-02-18 04:23:16","2024-02-18 04:28:07"
"1026","3","DRIVE",NULL,"2024-02-18 04:08:48","2024-02-18 04:20:16"
"1027","1","STOP","283","2024-02-11 19:45:01","2024-02-11 19:46:33"
"1028","1","DRIVE",NULL,"2024-02-11 19:38:38","2024-02-11 19:42:01"
"1029","1","STOP","1850","2024-02-23 04:34:18","2024-02-23 04:36:05"
"1030","1","DRIVE",NULL,"2024-02-23 04:28:43","2024-02-23 04:31:18"
"1031","4","STOP","1413","2024-02-21 17:49:20","2024-02-21 17:53:28"
"1032","4","DRIVE",NULL,"2024-02-21 17:43:30","2024-02-21 17:46:20"
"1033","3","STOP","1659","2024-02-09 02:25:17","2024-02-09 02:28:28"
"1034","3","DRIVE",NULL,"2024-02-09 02:16:44","2024-02-09 02:22:17"
"1035","3","STOP",NULL,"2024-02-09 02:05:41","2024-02-09 02:19:01"
"1036","3","STOP","1789","2024-02-22 07:11:46","2024-02-22 07:14:47"
"1037","3","DRIVE",NULL,"2024-02-22 07:01:25","2024-02-22 07:08:46"
"1038","2","STOP","75","2024-02-08 06:54:50","2024-02-08 06:56:30"
"1039","2","DRIVE",NULL,"2024-02-08 06:45:03","2024-02-08 06:51:50"
"1040","3","STOP","1045","2024-02-28 05:10:05","2024-02-28 05:13:35"
"1041","3","DRIVE",NULL,"2024-02-28 05:03:53","2024-02-28 05:07:05"
"1042","1","STOP","1553","2024-02-23 04:54:25","2024-02-23 04:55:30"
"1043","1","DRIVE",NULL,"2024-02-23 04:48:58","2024-02-23 04:51:25"
"1044","4","STOP","2084","2024-02-05 18:31:15","2024-02-05 18:32:46"
"1045","4","DRIVE",NULL,"2024-02-05 18:22:24","2024-02-05 18:28:15"
"1046","1","STOP","930","2024-02-13 06:39:12","2024-02-13 06:39:57"
"1047","1","DRIVE",NULL,"2024-02-13 06:30:05","2024-02-13 06:36:12"
"1048","4","STOP","120","2024-02-14 02:59:28","2024-02-14 03:06:50"
"1049","4","DRIVE",NULL,"2024-02-14 02:46:58","2024-02-14 02:56:28"
"1050","3","STOP","950","2024-02-25 03:23:07","2024-02-25 03:27:15"
"1051","3","DRIVE",NULL,"2024-02-25 03:17:25","2024-02-25 03:20:07"
"1052","1","STOP","343","2024-02-11 04:22:23","2024-02-11 04:22:23"
"1053","1","DRIVE",NULL,"2024-02-11 04:14:08","2024-02-11 04:19:23"
"1054","1","STOP",NULL,"2024-02-11 04:05:52","2024-02-11 04:18:33"
"1055","1","STOP","149","2024-02-02 09:01:03","2024-02-02 13:02:02"
"1056","1","DRIVE",NULL,"2024-02-02 08:53:03","2024-02-02 08:53:03"
"1057","4","STOP","330","2024-02-27 05:20:55","2024-02-27 05:24:06"
"1058","4","DRIVE",NULL,"2024-02-27 05:08:04","2024-02-27 05:17:55"
"1059","4","STOP",NULL,"2024-02-27 04:53:50","2024-02-27 05:10:59"
"1060","4","STOP","1792","2024-02-23 05:19:01","2024-02-23 05:24:20"
"1061","4","DRIVE",NULL,"2024-02-23 05:09:55","2024-02-23 05:16:01"
"1062","4","STOP","1489","2024-02-18 05:58:42","2024-02-18 06:03:41"
"1063","4","DRIVE",NULL,"2024-02-18 05:48:47","2024-02-18 05:55:42"
"1064","4","STOP",NULL,"2024-02-18 05:34:13","2024-02-18 05:52:31"
"1065","4","STOP","1857","2024-02-24 03:11:06","2024-02-24 03:13:19"
"1066","4","DRIVE",NULL,"2024-02-24 03:08:06","2024-02-24 03:01:24"
"1067","4","STOP",NULL,"2024-02-24 02:54:18","2024-02-24 03:04:52"
"1068","3","STOP","705","2024-02-28 14:41:17","2024-02-28 14:44:58"
"1069","3","DRIVE",NULL,"2024-02-28 14:31:22","2024-02-28 14:38:17"
"1070","4","STOP","271","2024-02-24 20:46:03","2024-02-24 20:50:12"
"1071","4","DRIVE",NULL,"2024-02-24 20:33:25","2024-02-24 20:43:03"
"1072","3","STOP","100","2024-02-07 16:48:39","2024-02-07 16:52:22"
"1073","3","DRIVE",NULL,"2024-02-07 16:41:56","2024-02-07 16:45:39"
"1074","4","STOP","2134","2024-02-03 06:15:29","2024-02-03 06:20:22"
"1075","4","DRIVE",NULL,"2024-02-03 06:08:22","2024-02-03 06:12:29"
"1076","4","STOP",NULL,"2024-02-03 05:54:15","2024-02-03 06:12:50"
"1077","1","STOP","2113","2024-02-06 06:21:02","2024-02-06 06:22:19"
"1078","1","DRIVE",NULL,"2024-02-06 06:11:54","2024-02-06 06:18:02"
"1079","3","STOP","711","2024-02-20 21:48:02","2024-02-20 21:53:46"
"1080","3","DRIVE",NULL,"2024-02-20 21:36:17","2024-02-20 21:45:02"
"1081","4","STOP","202","2024-02-20 09:58:10","2024-02-20 10:07:50"
"1082","4","DRIVE",NULL,"2024-02-20 09:52:42","2024-02-20 09:55:10"
"1083","2","STOP","1952","2024-02-04 17:21:42","2024-02-04 17:24:56"
"1084","2","DRIVE",NULL,"2024-02-04 17:11:57","2024-02-04 17:18:42"
"1085","1","STOP","452","2024-02-05 05:13:36","2024-02-05 05:14:27"
"1086","1","DRIVE",NULL,"2024-02-05 04:59:42","2024-02-05 05:10:36"
"1087","4","STOP","2066","2024-02-05 06:17:32","2024-02-05 06:22:09"
"1088","4","DRIVE",NULL,"2024-02-05 06:06:41","2024-02-05 06:14:32"
"1089","1","STOP","1516","2024-02-16 15:01:18","2024-02-16 15:02:27"
"1090","1","DRIVE",NULL,"2024-02-16 14:47:02","2024-02-16 14:58:18"
"1091","1","STOP","1736","2024-02-16 05:37:16","2024-02-16 05:39:07"
"1092","1","DRIVE",NULL,"2024-02-16 05:28:23","2024-02-16 05:34:16"
"1093","1","STOP","1678","2024-02-15 08:50:58","2024-02-15 08:52:34"
"1094","1","DRIVE",NULL,"2024-02-15 08:44:49","2024-02-15 08:47:58"
"1095","4","STOP","542","2024-02-28 06:56:11","2024-02-28 07:00:53"
"1096","4","DRIVE",NULL,"2024-02-28 06:47:08","2024-02-28 06:53:11"
"1097","4","STOP",NULL,"2024-02-28 06:32:55","2024-02-28 06:32:55"
"1098","4","STOP","1428","2024-02-04 03:23:47","2024-02-04 03:26:14"
"1099","4","DRIVE",NULL,"2024-02-04 03:15:51","2024-02-04 03:20:47"
"1100","1","STOP","805","2024-02-20 08:21:16","2024-02-20 08:23:05"
"1101","1","DRIVE",NULL,"2024-02-20 08:11:37","2024-02-20 08:18:16"
"1102","1","STOP",NULL,"2024-02-20 08:00:16","2024-02-20 08:16:02"
"1103","3","STOP","1446","2024-02-17 06:39:58","2024-02-17 06:42:06"
"1104","3","DRIVE",NULL,"2024-02-17 06:28:59","2024-02-17 06:36:58"
"1105","1","STOP","1694","2024-02-03 20:55:36","2024-02-03 20:56:16"
"1106","1","DRIVE",NULL,"2024-02-03 20:41:33","2024-02-03 20:52:36"
"1107","1","STOP","1396","2024-02-16 19:10:46","2024-02-16 19:12:27"
"1108","1","DRIVE",NULL,"2024-02-16 18:58:59","2024-02-16 18:58:59"
"1109","4","STOP","541","2024-02-06 06:24:26","2024-02-06 06:31:10"
"1110","4","DRIVE",NULL,"2024-02-06 06:15:00","2024-02-06 06:15:00"
"1111","2","STOP","1780","2024-02-01 18:00:12","2024-02-01 18:04:46"
"1112","2","DRIVE",NULL,"2024-02-01 17:55:09","2024-02-01 17:57:12"
"1113","2","STOP","1190","2024-02-20 17:40:33","2024-02-20 17:41:29"
"1114","2","DRIVE",NULL,"2024-02-20 17:34:34","2024-02-20 17:37:33"
"1115","2","STOP","367","2024-02-27 15:41:18","2024-02-27 15:43:01"
"1116","2","DRIVE",NULL,"2024-02-27 15:35:10","2024-02-27 15:38:18"
"1117","2","STOP",NULL,"2024-02-27 15:29:46","2024-02-27 15:37:46"
"1118","1","STOP","1224","2024-02-12 20:36:41","2024-02-12 20:38:41"
"1119","1","DRIVE",NULL,"2024-02-12 20:27:16","2024-02-12 20:33:41"
"1120","4","STOP","1348","2024-02-19 08:58:09","2024-02-19 09:03:56"
"1121","4","DRIVE",NULL,"2024-02-19 08:43:26","2024-02-19 08:55:09"
"1122","4","STOP","115","2024-02-12 15:32:22","2024-02-12 15:35:03"
"1123","4","DRIVE",NULL,"2024-02-12 15:17:50","2024-02-12 15:29:22"
"1124","1","STOP","756","2024-02-06 05:21:51","2024-02-06 05:23:38"
"1125","1","DRIVE",NULL,"2024-02-06 05:12:38","2024-02-06 05:18:51"
"1126","2","STOP","2149","2024-02-03 03:52:47","2024-02-03 03:55:37"
"1127","2","DRIVE",NULL,"2024-02-03 03:39:17","2024-02-03 03:49:47"
"1128","3","STOP","391","2024-02-19 06:50:46","2024-02-19 06:57:06"
"1129","3","DRIVE",NULL,"2024-02-19 06:36:58","2024-02-19 06:47:46"
"1130","3","STOP",NULL,"2024-02-19 06:31:32","2024-02-19 06:41:41"
"1131","4","STOP","2179","2024-02-07 06:35:25","2024-02-07 06:40:50"
"1132","4","DRIVE",NULL,"2024-02-07 06:26:09","2024-02-07 06:32:25"
"1133","4","STOP","1242","2024-02-07 19:12:30","2024-02-07 19:15:55"
"1134","4","DRIVE",NULL,"2024-02-07 19:04:04","2024-02-07 19:09:30"
"1135","4","STOP","1471","2024-02-17 09:55:20","2024-02-17 09:59:19"
"1136","4","DRIVE",NULL,"2024-02-17 09:41:49","2024-02-17 09:52:20"
"1137","3","STOP","2","2024-02-15 07:11:54","2024-02-15 07:15:15"
"1138","3","DRIVE",NULL,"2024-02-15 07:05:37","2024-02-15 07:08:54"
"1139","3","STOP",NULL,"2024-02-15 06:58:06","2024-02-15 07:09:03"
"1140","3","STOP","325","2024-02-13 02:30:42","2024-02-13 02:32:29"
"1141","3","DRIVE",NULL,"2024-02-13 02:24:39","2024-02-13 02:27:42"
"1142","1","STOP","1169","2024-02-13 21:08:20","2024-02-13 21:09:32"
"1143","1","DRIVE",NULL,"2024-02-13 21:01:45","2024-02-13 21:05:20"
"1144","4","STOP","497","2024-02-12 05:20:12","2024-02-12 05:27:25"
"1145","4","DRIVE",NULL,"2024-02-12 05:14:19","2024-02-12 05:14:19"
"1146","3","STOP","2198","2024-02-24 06:59:59","2024-02-24 07:01:55"
"1147","3","DRIVE",NULL,"2024-02-24 06:47:48","2024-02-24 06:56:59"
"1148","3","STOP","1296","2024-02-16 05:00:34","2024-02-16 05:03:03"
"1149","3","DRIVE",NULL,"2024-02-16 04:45:35","2024-02-16 04:57:34"
"1150","2","STOP","868","2024-02-01 05:18:42","2024-02-01 05:24:05"
"1151","2","DRIVE",NULL,"2024-02-01 05:05:26","2024-02-01 05:15:42"
"1152","3","STOP","2073","2024-02-06 16:15:39","2024-02-06 16:17:56"
"1153","3","DRIVE",NULL,"2024-02-06 16:09:08","2024-02-06 16:12:39"
"1154","2","STOP","2196","2024-02-12 19:19:59","2024-02-12 19:21:59"
"1155","2","DRIVE",NULL,"2024-02-12 19:13:20","2024-02-12 19:16:59"
"1156","1","STOP","443","2024-02-09 09:01:33","2024-02-09 09:02:26"
"1157","1","DRIVE",NULL,"2024-02-09 08:55:40","2024-02-09 08:58:33"
"1158","2","STOP","827","2024-02-04 02:31:42","2024-02-04 02:31:42"
"1159","2","DRIVE",NULL,"2024-02-04 02:22:46","2024-02-04 02:28:42"
"1160","2","STOP","1772","2024-02-20 17:51:32","2024-02-20 17:52:36"
"1161","2","DRIVE",NULL,"2024-02-20 17:37:10","2024-02-20 17:48:32"
"1162","4","STOP","76","2024-02-04 02:16:24","2024-02-04 02:21:58"
"1163","4","DRIVE",NULL,"2024-02-04 02:06:31","2024-02-04 02:13:24"
